"id","nk","date","createdAt","code","name","rate","bid","ask","updatedAt"
1099,"1431998640~GBPUSD","2015-05-19T01:24:00.000Z","2015-05-19T01:24:54.000Z","GBPUSD","GBP/USD",1.5651,1.5651,1.5652,"2015-05-19T01:24:54.000Z"
1100,"1431998640~AUDUSD","2015-05-19T01:24:00.000Z","2015-05-19T01:24:54.000Z","AUDUSD","AUD/USD",0.799,0.7989,0.7992,"2015-05-19T01:24:54.000Z"
1101,"1431998640~USDJPY","2015-05-19T01:24:00.000Z","2015-05-19T01:24:54.000Z","USDJPY","USD/JPY",119.881,119.881,119.884,"2015-05-19T01:24:54.000Z"
1102,"1431998700~EURUSD","2015-05-19T01:25:00.000Z","2015-05-19T01:25:59.000Z","EURUSD","EUR/USD",1.1311,1.1309,1.1313,"2015-05-19T01:25:59.000Z"
1103,"1431998700~EURUSD","2015-05-19T01:25:00.000Z","2015-05-19T01:25:59.000Z","EURUSD","EUR/USD",1.1311,1.1309,1.1313,"2015-05-19T01:25:59.000Z"
1104,"1431998700~GBPUSD","2015-05-19T01:25:00.000Z","2015-05-19T01:25:59.000Z","GBPUSD","GBP/USD",1.5652,1.5651,1.5653,"2015-05-19T01:25:59.000Z"
1105,"1431998700~AUDUSD","2015-05-19T01:25:00.000Z","2015-05-19T01:25:59.000Z","AUDUSD","AUD/USD",0.7992,0.799,0.7994,"2015-05-19T01:25:59.000Z"
1106,"1431998700~USDJPY","2015-05-19T01:25:00.000Z","2015-05-19T01:25:59.000Z","USDJPY","USD/JPY",119.877,119.877,119.88,"2015-05-19T01:25:59.000Z"
1107,"1431998820~EURUSD","2015-05-19T01:27:00.000Z","2015-05-19T01:27:05.000Z","EURUSD","EUR/USD",1.131,1.131,1.131,"2015-05-19T01:27:05.000Z"
1108,"1431998820~EURUSD","2015-05-19T01:27:00.000Z","2015-05-19T01:27:05.000Z","EURUSD","EUR/USD",1.131,1.131,1.131,"2015-05-19T01:27:05.000Z"
1109,"1431998820~GBPUSD","2015-05-19T01:27:00.000Z","2015-05-19T01:27:05.000Z","GBPUSD","GBP/USD",1.5652,1.5652,1.5653,"2015-05-19T01:27:05.000Z"
1110,"1431998820~AUDUSD","2015-05-19T01:27:00.000Z","2015-05-19T01:27:05.000Z","AUDUSD","AUD/USD",0.799,0.7989,0.7992,"2015-05-19T01:27:05.000Z"
1111,"1431998820~USDJPY","2015-05-19T01:27:00.000Z","2015-05-19T01:27:05.000Z","USDJPY","USD/JPY",119.881,119.881,119.883,"2015-05-19T01:27:05.000Z"
1112,"1431998880~EURUSD","2015-05-19T01:28:00.000Z","2015-05-19T01:28:21.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:28:21.000Z"
1113,"1431998880~EURUSD","2015-05-19T01:28:00.000Z","2015-05-19T01:28:21.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:28:21.000Z"
1114,"1431998880~GBPUSD","2015-05-19T01:28:00.000Z","2015-05-19T01:28:21.000Z","GBPUSD","GBP/USD",1.5651,1.5651,1.5652,"2015-05-19T01:28:21.000Z"
1115,"1431998880~AUDUSD","2015-05-19T01:28:00.000Z","2015-05-19T01:28:21.000Z","AUDUSD","AUD/USD",0.7993,0.7991,0.7994,"2015-05-19T01:28:21.000Z"
1116,"1431998880~USDJPY","2015-05-19T01:28:00.000Z","2015-05-19T01:28:21.000Z","USDJPY","USD/JPY",119.87,119.87,119.88,"2015-05-19T01:28:21.000Z"
1117,"1431998940~EURUSD","2015-05-19T01:29:00.000Z","2015-05-19T01:29:27.000Z","EURUSD","EUR/USD",1.1309,1.1309,1.131,"2015-05-19T01:29:27.000Z"
1118,"1431998940~EURUSD","2015-05-19T01:29:00.000Z","2015-05-19T01:29:27.000Z","EURUSD","EUR/USD",1.1309,1.1309,1.131,"2015-05-19T01:29:27.000Z"
1119,"1431998940~GBPUSD","2015-05-19T01:29:00.000Z","2015-05-19T01:29:27.000Z","GBPUSD","GBP/USD",1.565,1.5649,1.565,"2015-05-19T01:29:27.000Z"
1120,"1431998940~AUDUSD","2015-05-19T01:29:00.000Z","2015-05-19T01:29:27.000Z","AUDUSD","AUD/USD",0.799,0.799,0.799,"2015-05-19T01:29:27.000Z"
1121,"1431998940~USDJPY","2015-05-19T01:29:00.000Z","2015-05-19T01:29:27.000Z","USDJPY","USD/JPY",119.894,119.894,119.897,"2015-05-19T01:29:27.000Z"
1122,"1431999000~EURUSD","2015-05-19T01:30:00.000Z","2015-05-19T01:30:33.000Z","EURUSD","EUR/USD",1.131,1.1308,1.1312,"2015-05-19T01:30:33.000Z"
1123,"1431999000~EURUSD","2015-05-19T01:30:00.000Z","2015-05-19T01:30:33.000Z","EURUSD","EUR/USD",1.131,1.1308,1.1312,"2015-05-19T01:30:33.000Z"
1124,"1431999000~GBPUSD","2015-05-19T01:30:00.000Z","2015-05-19T01:30:33.000Z","GBPUSD","GBP/USD",1.5649,1.5648,1.565,"2015-05-19T01:30:33.000Z"
1125,"1431999000~AUDUSD","2015-05-19T01:30:00.000Z","2015-05-19T01:30:33.000Z","AUDUSD","AUD/USD",0.7974,0.7972,0.7975,"2015-05-19T01:30:33.000Z"
1126,"1431999000~USDJPY","2015-05-19T01:30:00.000Z","2015-05-19T01:30:33.000Z","USDJPY","USD/JPY",119.899,119.899,119.903,"2015-05-19T01:30:33.000Z"
1127,"1431999060~EURUSD","2015-05-19T01:31:00.000Z","2015-05-19T01:31:39.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:31:39.000Z"
1128,"1431999060~EURUSD","2015-05-19T01:31:00.000Z","2015-05-19T01:31:39.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:31:39.000Z"
1129,"1431999060~GBPUSD","2015-05-19T01:31:00.000Z","2015-05-19T01:31:39.000Z","GBPUSD","GBP/USD",1.565,1.5649,1.5651,"2015-05-19T01:31:39.000Z"
1130,"1431999060~AUDUSD","2015-05-19T01:31:00.000Z","2015-05-19T01:31:39.000Z","AUDUSD","AUD/USD",0.7982,0.7981,0.7984,"2015-05-19T01:31:39.000Z"
1131,"1431999060~USDJPY","2015-05-19T01:31:00.000Z","2015-05-19T01:31:39.000Z","USDJPY","USD/JPY",119.905,119.905,119.92,"2015-05-19T01:31:39.000Z"
1132,"1431999120~EURUSD","2015-05-19T01:32:00.000Z","2015-05-19T01:32:45.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:32:45.000Z"
1133,"1431999120~EURUSD","2015-05-19T01:32:00.000Z","2015-05-19T01:32:45.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:32:45.000Z"
1134,"1431999120~GBPUSD","2015-05-19T01:32:00.000Z","2015-05-19T01:32:45.000Z","GBPUSD","GBP/USD",1.5649,1.5649,1.565,"2015-05-19T01:32:45.000Z"
1135,"1431999120~AUDUSD","2015-05-19T01:32:00.000Z","2015-05-19T01:32:45.000Z","AUDUSD","AUD/USD",0.7979,0.7978,0.798,"2015-05-19T01:32:45.000Z"
1136,"1431999120~USDJPY","2015-05-19T01:32:00.000Z","2015-05-19T01:32:45.000Z","USDJPY","USD/JPY",119.89,119.89,119.9,"2015-05-19T01:32:45.000Z"
1137,"1431999180~EURUSD","2015-05-19T01:33:00.000Z","2015-05-19T01:33:50.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:33:50.000Z"
1138,"1431999180~EURUSD","2015-05-19T01:33:00.000Z","2015-05-19T01:33:50.000Z","EURUSD","EUR/USD",1.1311,1.131,1.1311,"2015-05-19T01:33:50.000Z"
1139,"1431999180~GBPUSD","2015-05-19T01:33:00.000Z","2015-05-19T01:33:50.000Z","GBPUSD","GBP/USD",1.565,1.5649,1.565,"2015-05-19T01:33:50.000Z"
1140,"1431999180~AUDUSD","2015-05-19T01:33:00.000Z","2015-05-19T01:33:50.000Z","AUDUSD","AUD/USD",0.7982,0.7982,0.7983,"2015-05-19T01:33:50.000Z"
1141,"1431999180~USDJPY","2015-05-19T01:33:00.000Z","2015-05-19T01:33:50.000Z","USDJPY","USD/JPY",119.885,119.885,119.9,"2015-05-19T01:33:50.000Z"
1142,"1431999240~EURUSD","2015-05-19T01:34:00.000Z","2015-05-19T01:34:56.000Z","EURUSD","EUR/USD",1.1311,1.1311,1.1311,"2015-05-19T01:34:56.000Z"
1143,"1431999240~EURUSD","2015-05-19T01:34:00.000Z","2015-05-19T01:34:56.000Z","EURUSD","EUR/USD",1.1311,1.1311,1.1311,"2015-05-19T01:34:56.000Z"
1144,"1431999240~GBPUSD","2015-05-19T01:34:00.000Z","2015-05-19T01:34:56.000Z","GBPUSD","GBP/USD",1.5651,1.565,1.5652,"2015-05-19T01:34:56.000Z"
1145,"1431999240~AUDUSD","2015-05-19T01:34:00.000Z","2015-05-19T01:34:56.000Z","AUDUSD","AUD/USD",0.7984,0.7983,0.7984,"2015-05-19T01:34:56.000Z"
1146,"1431999240~USDJPY","2015-05-19T01:34:00.000Z","2015-05-19T01:34:56.000Z","USDJPY","USD/JPY",119.89,119.89,119.9,"2015-05-19T01:34:56.000Z"
1147,"1431999300~EURUSD","2015-05-19T01:35:00.000Z","2015-05-19T01:35:12.000Z","EURUSD","EUR/USD",1.1312,1.1311,1.1312,"2015-05-19T01:35:12.000Z"
1148,"1431999300~EURUSD","2015-05-19T01:35:00.000Z","2015-05-19T01:35:12.000Z","EURUSD","EUR/USD",1.1312,1.1311,1.1312,"2015-05-19T01:35:12.000Z"
1149,"1431999300~GBPUSD","2015-05-19T01:35:00.000Z","2015-05-19T01:35:12.000Z","GBPUSD","GBP/USD",1.5651,1.565,1.5651,"2015-05-19T01:35:12.000Z"
1150,"1431999300~AUDUSD","2015-05-19T01:35:00.000Z","2015-05-19T01:35:12.000Z","AUDUSD","AUD/USD",0.7983,0.7982,0.7983,"2015-05-19T01:35:12.000Z"
1151,"1431999300~USDJPY","2015-05-19T01:35:00.000Z","2015-05-19T01:35:12.000Z","USDJPY","USD/JPY",119.91,119.91,119.92,"2015-05-19T01:35:12.000Z"
1152,"1431999360~EURUSD","2015-05-19T01:36:00.000Z","2015-05-19T01:36:18.000Z","EURUSD","EUR/USD",1.1309,1.1308,1.131,"2015-05-19T01:36:18.000Z"
1153,"1431999360~EURUSD","2015-05-19T01:36:00.000Z","2015-05-19T01:36:18.000Z","EURUSD","EUR/USD",1.1309,1.1308,1.131,"2015-05-19T01:36:18.000Z"
1154,"1431999360~GBPUSD","2015-05-19T01:36:00.000Z","2015-05-19T01:36:18.000Z","GBPUSD","GBP/USD",1.565,1.5648,1.5652,"2015-05-19T01:36:18.000Z"
1155,"1431999360~AUDUSD","2015-05-19T01:36:00.000Z","2015-05-19T01:36:18.000Z","AUDUSD","AUD/USD",0.7984,0.7983,0.7986,"2015-05-19T01:36:18.000Z"
1156,"1431999360~USDJPY","2015-05-19T01:36:00.000Z","2015-05-19T01:36:18.000Z","USDJPY","USD/JPY",119.89,119.89,119.9,"2015-05-19T01:36:18.000Z"
1157,"1431999420~EURUSD","2015-05-19T01:37:00.000Z","2015-05-19T01:37:20.000Z","EURUSD","EUR/USD",1.131,1.1309,1.1312,"2015-05-19T01:37:20.000Z"
1158,"1431999420~EURUSD","2015-05-19T01:37:00.000Z","2015-05-19T01:37:20.000Z","EURUSD","EUR/USD",1.131,1.1309,1.1312,"2015-05-19T01:37:20.000Z"
1159,"1431999420~GBPUSD","2015-05-19T01:37:00.000Z","2015-05-19T01:37:20.000Z","GBPUSD","GBP/USD",1.565,1.5648,1.5652,"2015-05-19T01:37:20.000Z"
1160,"1431999420~AUDUSD","2015-05-19T01:37:00.000Z","2015-05-19T01:37:20.000Z","AUDUSD","AUD/USD",0.7987,0.7986,0.7987,"2015-05-19T01:37:20.000Z"
1161,"1431999420~USDJPY","2015-05-19T01:37:00.000Z","2015-05-19T01:37:20.000Z","USDJPY","USD/JPY",119.896,119.896,119.899,"2015-05-19T01:37:20.000Z"
1162,"1431999480~EURUSD","2015-05-19T01:38:00.000Z","2015-05-19T01:38:26.000Z","EURUSD","EUR/USD",1.131,1.131,1.1311,"2015-05-19T01:38:26.000Z"
1163,"1431999480~EURUSD","2015-05-19T01:38:00.000Z","2015-05-19T01:38:26.000Z","EURUSD","EUR/USD",1.131,1.131,1.1311,"2015-05-19T01:38:26.000Z"
1164,"1431999480~GBPUSD","2015-05-19T01:38:00.000Z","2015-05-19T01:38:26.000Z","GBPUSD","GBP/USD",1.5649,1.5648,1.5649,"2015-05-19T01:38:26.000Z"
1165,"1431999480~AUDUSD","2015-05-19T01:38:00.000Z","2015-05-19T01:38:26.000Z","AUDUSD","AUD/USD",0.7983,0.7982,0.7984,"2015-05-19T01:38:26.000Z"
1166,"1431999480~USDJPY","2015-05-19T01:38:00.000Z","2015-05-19T01:38:26.000Z","USDJPY","USD/JPY",119.905,119.905,119.92,"2015-05-19T01:38:26.000Z"
1167,"1431999540~EURUSD","2015-05-19T01:39:00.000Z","2015-05-19T01:39:33.000Z","EURUSD","EUR/USD",1.1309,1.1308,1.1309,"2015-05-19T01:39:33.000Z"
1168,"1431999540~EURUSD","2015-05-19T01:39:00.000Z","2015-05-19T01:39:33.000Z","EURUSD","EUR/USD",1.1309,1.1308,1.1309,"2015-05-19T01:39:33.000Z"
1169,"1431999540~GBPUSD","2015-05-19T01:39:00.000Z","2015-05-19T01:39:33.000Z","GBPUSD","GBP/USD",1.5647,1.5646,1.5648,"2015-05-19T01:39:33.000Z"
1170,"1431999540~AUDUSD","2015-05-19T01:39:00.000Z","2015-05-19T01:39:33.000Z","AUDUSD","AUD/USD",0.7971,0.7971,0.7972,"2015-05-19T01:39:33.000Z"
1171,"1431999540~USDJPY","2015-05-19T01:39:00.000Z","2015-05-19T01:39:33.000Z","USDJPY","USD/JPY",119.912,119.912,119.915,"2015-05-19T01:39:33.000Z"
1172,"1431999600~EURUSD","2015-05-19T01:40:00.000Z","2015-05-19T01:40:15.000Z","EURUSD","EUR/USD",1.1307,1.1305,1.1308,"2015-05-19T01:40:15.000Z"
1173,"1431999600~EURUSD","2015-05-19T01:40:00.000Z","2015-05-19T01:40:15.000Z","EURUSD","EUR/USD",1.1307,1.1305,1.1308,"2015-05-19T01:40:15.000Z"
1174,"1431999600~GBPUSD","2015-05-19T01:40:00.000Z","2015-05-19T01:40:15.000Z","GBPUSD","GBP/USD",1.5643,1.5642,1.5644,"2015-05-19T01:40:15.000Z"
1175,"1431999600~AUDUSD","2015-05-19T01:40:00.000Z","2015-05-19T01:40:15.000Z","AUDUSD","AUD/USD",0.797,0.7969,0.7972,"2015-05-19T01:40:15.000Z"
1176,"1431999600~USDJPY","2015-05-19T01:40:00.000Z","2015-05-19T01:40:15.000Z","USDJPY","USD/JPY",119.93,119.93,119.94,"2015-05-19T01:40:15.000Z"
1177,"1431999660~EURUSD","2015-05-19T01:41:00.000Z","2015-05-19T01:41:20.000Z","EURUSD","EUR/USD",1.1307,1.1305,1.1308,"2015-05-19T01:41:20.000Z"
1178,"1431999660~EURUSD","2015-05-19T01:41:00.000Z","2015-05-19T01:41:20.000Z","EURUSD","EUR/USD",1.1307,1.1305,1.1308,"2015-05-19T01:41:20.000Z"
1179,"1431999660~GBPUSD","2015-05-19T01:41:00.000Z","2015-05-19T01:41:20.000Z","GBPUSD","GBP/USD",1.5644,1.5643,1.5644,"2015-05-19T01:41:20.000Z"
1180,"1431999660~AUDUSD","2015-05-19T01:41:00.000Z","2015-05-19T01:41:20.000Z","AUDUSD","AUD/USD",0.7969,0.7967,0.797,"2015-05-19T01:41:20.000Z"
1181,"1431999660~USDJPY","2015-05-19T01:41:00.000Z","2015-05-19T01:41:20.000Z","USDJPY","USD/JPY",119.92,119.92,119.94,"2015-05-19T01:41:20.000Z"
1182,"1431999720~EURUSD","2015-05-19T01:42:00.000Z","2015-05-19T01:42:26.000Z","EURUSD","EUR/USD",1.1308,1.1307,1.1308,"2015-05-19T01:42:26.000Z"
1183,"1431999720~EURUSD","2015-05-19T01:42:00.000Z","2015-05-19T01:42:26.000Z","EURUSD","EUR/USD",1.1308,1.1307,1.1308,"2015-05-19T01:42:26.000Z"
1184,"1431999720~GBPUSD","2015-05-19T01:42:00.000Z","2015-05-19T01:42:26.000Z","GBPUSD","GBP/USD",1.5646,1.5646,1.5647,"2015-05-19T01:42:26.000Z"
1185,"1431999720~AUDUSD","2015-05-19T01:42:00.000Z","2015-05-19T01:42:26.000Z","AUDUSD","AUD/USD",0.7972,0.7972,0.7973,"2015-05-19T01:42:26.000Z"
1186,"1431999720~USDJPY","2015-05-19T01:42:00.000Z","2015-05-19T01:42:26.000Z","USDJPY","USD/JPY",119.93,119.93,119.94,"2015-05-19T01:42:26.000Z"
1187,"1431999780~EURUSD","2015-05-19T01:43:00.000Z","2015-05-19T01:43:32.000Z","EURUSD","EUR/USD",1.1308,1.1308,1.1309,"2015-05-19T01:43:32.000Z"
1188,"1431999780~EURUSD","2015-05-19T01:43:00.000Z","2015-05-19T01:43:32.000Z","EURUSD","EUR/USD",1.1308,1.1308,1.1309,"2015-05-19T01:43:32.000Z"
1189,"1431999780~GBPUSD","2015-05-19T01:43:00.000Z","2015-05-19T01:43:32.000Z","GBPUSD","GBP/USD",1.5647,1.5646,1.5648,"2015-05-19T01:43:32.000Z"
1190,"1431999780~AUDUSD","2015-05-19T01:43:00.000Z","2015-05-19T01:43:32.000Z","AUDUSD","AUD/USD",0.797,0.7969,0.7972,"2015-05-19T01:43:32.000Z"
1191,"1431999780~USDJPY","2015-05-19T01:43:00.000Z","2015-05-19T01:43:32.000Z","USDJPY","USD/JPY",119.935,119.935,119.938,"2015-05-19T01:43:32.000Z"
1192,"1431999840~EURUSD","2015-05-19T01:44:00.000Z","2015-05-19T01:44:38.000Z","EURUSD","EUR/USD",1.1305,1.1305,1.1305,"2015-05-19T01:44:38.000Z"
1193,"1431999840~EURUSD","2015-05-19T01:44:00.000Z","2015-05-19T01:44:38.000Z","EURUSD","EUR/USD",1.1305,1.1305,1.1305,"2015-05-19T01:44:38.000Z"
1194,"1431999840~GBPUSD","2015-05-19T01:44:00.000Z","2015-05-19T01:44:38.000Z","GBPUSD","GBP/USD",1.5645,1.5644,1.5645,"2015-05-19T01:44:38.000Z"
1195,"1431999840~AUDUSD","2015-05-19T01:44:00.000Z","2015-05-19T01:44:38.000Z","AUDUSD","AUD/USD",0.7967,0.7965,0.7968,"2015-05-19T01:44:38.000Z"
1196,"1431999840~USDJPY","2015-05-19T01:44:00.000Z","2015-05-19T01:44:38.000Z","USDJPY","USD/JPY",119.943,119.943,119.945,"2015-05-19T01:44:38.000Z"
1197,"1431999900~EURUSD","2015-05-19T01:45:00.000Z","2015-05-19T01:45:43.000Z","EURUSD","EUR/USD",1.1303,1.1303,1.1304,"2015-05-19T01:45:43.000Z"
1198,"1431999900~EURUSD","2015-05-19T01:45:00.000Z","2015-05-19T01:45:43.000Z","EURUSD","EUR/USD",1.1303,1.1303,1.1304,"2015-05-19T01:45:43.000Z"
1199,"1431999900~GBPUSD","2015-05-19T01:45:00.000Z","2015-05-19T01:45:43.000Z","GBPUSD","GBP/USD",1.5644,1.5642,1.5646,"2015-05-19T01:45:43.000Z"
1200,"1431999900~AUDUSD","2015-05-19T01:45:00.000Z","2015-05-19T01:45:43.000Z","AUDUSD","AUD/USD",0.7963,0.7962,0.7964,"2015-05-19T01:45:43.000Z"
1201,"1431999900~USDJPY","2015-05-19T01:45:00.000Z","2015-05-19T01:45:43.000Z","USDJPY","USD/JPY",119.951,119.951,119.954,"2015-05-19T01:45:43.000Z"
1202,"1431999960~EURUSD","2015-05-19T01:46:00.000Z","2015-05-19T01:46:49.000Z","EURUSD","EUR/USD",1.1301,1.13,1.1301,"2015-05-19T01:46:49.000Z"
1203,"1431999960~EURUSD","2015-05-19T01:46:00.000Z","2015-05-19T01:46:49.000Z","EURUSD","EUR/USD",1.1301,1.13,1.1301,"2015-05-19T01:46:49.000Z"
1204,"1431999960~GBPUSD","2015-05-19T01:46:00.000Z","2015-05-19T01:46:49.000Z","GBPUSD","GBP/USD",1.5642,1.564,1.5644,"2015-05-19T01:46:49.000Z"
1205,"1431999960~AUDUSD","2015-05-19T01:46:00.000Z","2015-05-19T01:46:49.000Z","AUDUSD","AUD/USD",0.7962,0.7961,0.7964,"2015-05-19T01:46:49.000Z"
1206,"1431999960~USDJPY","2015-05-19T01:46:00.000Z","2015-05-19T01:46:49.000Z","USDJPY","USD/JPY",119.961,119.961,119.965,"2015-05-19T01:46:49.000Z"
1207,"1432000020~EURUSD","2015-05-19T01:47:00.000Z","2015-05-19T01:47:55.000Z","EURUSD","EUR/USD",1.1299,1.1297,1.13,"2015-05-19T01:47:55.000Z"
1208,"1432000020~EURUSD","2015-05-19T01:47:00.000Z","2015-05-19T01:47:55.000Z","EURUSD","EUR/USD",1.1299,1.1297,1.13,"2015-05-19T01:47:55.000Z"
1209,"1432000020~GBPUSD","2015-05-19T01:47:00.000Z","2015-05-19T01:47:55.000Z","GBPUSD","GBP/USD",1.5641,1.5641,1.5642,"2015-05-19T01:47:55.000Z"
1210,"1432000020~AUDUSD","2015-05-19T01:47:00.000Z","2015-05-19T01:47:55.000Z","AUDUSD","AUD/USD",0.7961,0.7961,0.7962,"2015-05-19T01:47:55.000Z"
1211,"1432000020~USDJPY","2015-05-19T01:47:00.000Z","2015-05-19T01:47:55.000Z","USDJPY","USD/JPY",119.957,119.957,119.96,"2015-05-19T01:47:55.000Z"
1212,"1432000140~EURUSD","2015-05-19T01:49:00.000Z","2015-05-19T01:49:02.000Z","EURUSD","EUR/USD",1.1295,1.1294,1.1295,"2015-05-19T01:49:02.000Z"
1213,"1432000140~EURUSD","2015-05-19T01:49:00.000Z","2015-05-19T01:49:02.000Z","EURUSD","EUR/USD",1.1295,1.1294,1.1295,"2015-05-19T01:49:02.000Z"
1214,"1432000140~GBPUSD","2015-05-19T01:49:00.000Z","2015-05-19T01:49:02.000Z","GBPUSD","GBP/USD",1.564,1.5639,1.564,"2015-05-19T01:49:02.000Z"
1215,"1432000140~AUDUSD","2015-05-19T01:49:00.000Z","2015-05-19T01:49:02.000Z","AUDUSD","AUD/USD",0.796,0.796,0.7961,"2015-05-19T01:49:02.000Z"
1216,"1432000140~USDJPY","2015-05-19T01:49:00.000Z","2015-05-19T01:49:02.000Z","USDJPY","USD/JPY",119.973,119.973,119.976,"2015-05-19T01:49:02.000Z"
1217,"1432000200~EURUSD","2015-05-19T01:50:00.000Z","2015-05-19T01:50:08.000Z","EURUSD","EUR/USD",1.1293,1.1293,1.1293,"2015-05-19T01:50:08.000Z"
1218,"1432000200~EURUSD","2015-05-19T01:50:00.000Z","2015-05-19T01:50:08.000Z","EURUSD","EUR/USD",1.1293,1.1293,1.1293,"2015-05-19T01:50:08.000Z"
1219,"1432000200~GBPUSD","2015-05-19T01:50:00.000Z","2015-05-19T01:50:08.000Z","GBPUSD","GBP/USD",1.5637,1.5634,1.564,"2015-05-19T01:50:08.000Z"
1220,"1432000200~AUDUSD","2015-05-19T01:50:00.000Z","2015-05-19T01:50:08.000Z","AUDUSD","AUD/USD",0.7961,0.796,0.7962,"2015-05-19T01:50:08.000Z"
1221,"1432000200~USDJPY","2015-05-19T01:50:00.000Z","2015-05-19T01:50:08.000Z","USDJPY","USD/JPY",119.97,119.97,119.98,"2015-05-19T01:50:08.000Z"
1222,"1432000260~EURUSD","2015-05-19T01:51:00.000Z","2015-05-19T01:51:13.000Z","EURUSD","EUR/USD",1.1292,1.1292,1.1293,"2015-05-19T01:51:13.000Z"
1223,"1432000260~EURUSD","2015-05-19T01:51:00.000Z","2015-05-19T01:51:13.000Z","EURUSD","EUR/USD",1.1292,1.1292,1.1293,"2015-05-19T01:51:13.000Z"
1224,"1432000260~GBPUSD","2015-05-19T01:51:00.000Z","2015-05-19T01:51:13.000Z","GBPUSD","GBP/USD",1.5634,1.5633,1.5634,"2015-05-19T01:51:13.000Z"
1225,"1432000260~AUDUSD","2015-05-19T01:51:00.000Z","2015-05-19T01:51:13.000Z","AUDUSD","AUD/USD",0.796,0.7958,0.7962,"2015-05-19T01:51:13.000Z"
1226,"1432000260~USDJPY","2015-05-19T01:51:00.000Z","2015-05-19T01:51:13.000Z","USDJPY","USD/JPY",119.967,119.967,119.97,"2015-05-19T01:51:13.000Z"
1227,"1432000320~EURUSD","2015-05-19T01:52:00.000Z","2015-05-19T01:52:19.000Z","EURUSD","EUR/USD",1.1288,1.1287,1.129,"2015-05-19T01:52:19.000Z"
1228,"1432000320~EURUSD","2015-05-19T01:52:00.000Z","2015-05-19T01:52:19.000Z","EURUSD","EUR/USD",1.1288,1.1287,1.129,"2015-05-19T01:52:19.000Z"
1229,"1432000320~GBPUSD","2015-05-19T01:52:00.000Z","2015-05-19T01:52:19.000Z","GBPUSD","GBP/USD",1.5632,1.5631,1.5633,"2015-05-19T01:52:19.000Z"
1230,"1432000320~AUDUSD","2015-05-19T01:52:00.000Z","2015-05-19T01:52:19.000Z","AUDUSD","AUD/USD",0.7958,0.7958,0.7959,"2015-05-19T01:52:19.000Z"
1231,"1432000320~USDJPY","2015-05-19T01:52:00.000Z","2015-05-19T01:52:19.000Z","USDJPY","USD/JPY",119.985,119.985,120,"2015-05-19T01:52:19.000Z"
1232,"1432000380~EURUSD","2015-05-19T01:53:00.000Z","2015-05-19T01:53:24.000Z","EURUSD","EUR/USD",1.1293,1.1292,1.1293,"2015-05-19T01:53:24.000Z"
1233,"1432000380~EURUSD","2015-05-19T01:53:00.000Z","2015-05-19T01:53:24.000Z","EURUSD","EUR/USD",1.1293,1.1292,1.1293,"2015-05-19T01:53:24.000Z"
1234,"1432000380~GBPUSD","2015-05-19T01:53:00.000Z","2015-05-19T01:53:24.000Z","GBPUSD","GBP/USD",1.5635,1.5633,1.5638,"2015-05-19T01:53:24.000Z"
1235,"1432000380~AUDUSD","2015-05-19T01:53:00.000Z","2015-05-19T01:53:24.000Z","AUDUSD","AUD/USD",0.7965,0.7965,0.7966,"2015-05-19T01:53:24.000Z"
1236,"1432000380~USDJPY","2015-05-19T01:53:00.000Z","2015-05-19T01:53:24.000Z","USDJPY","USD/JPY",119.95,119.95,119.96,"2015-05-19T01:53:24.000Z"
1237,"1432000440~EURUSD","2015-05-19T01:54:00.000Z","2015-05-19T01:54:30.000Z","EURUSD","EUR/USD",1.1295,1.1294,1.1296,"2015-05-19T01:54:30.000Z"
1238,"1432000440~EURUSD","2015-05-19T01:54:00.000Z","2015-05-19T01:54:30.000Z","EURUSD","EUR/USD",1.1295,1.1294,1.1296,"2015-05-19T01:54:30.000Z"
1239,"1432000440~GBPUSD","2015-05-19T01:54:00.000Z","2015-05-19T01:54:30.000Z","GBPUSD","GBP/USD",1.5635,1.5635,1.5636,"2015-05-19T01:54:30.000Z"
1240,"1432000440~AUDUSD","2015-05-19T01:54:00.000Z","2015-05-19T01:54:30.000Z","AUDUSD","AUD/USD",0.7965,0.7964,0.7966,"2015-05-19T01:54:30.000Z"
1241,"1432000440~USDJPY","2015-05-19T01:54:00.000Z","2015-05-19T01:54:30.000Z","USDJPY","USD/JPY",119.949,119.949,119.952,"2015-05-19T01:54:30.000Z"
1242,"1432000500~EURUSD","2015-05-19T01:55:00.000Z","2015-05-19T01:55:30.000Z","EURUSD","EUR/USD",1.1295,1.1295,1.1295,"2015-05-19T01:55:30.000Z"
1243,"1432000500~EURUSD","2015-05-19T01:55:00.000Z","2015-05-19T01:55:30.000Z","EURUSD","EUR/USD",1.1295,1.1295,1.1295,"2015-05-19T01:55:30.000Z"
